What is this movie's name? (Use exact spelling),What year was this movie released?,How long is this movie?,What is the plot of this movie? (5 sentences),"Had you watched this movie previously, or was this your first time?",What were the characteristics of the protagonist?,What were the characteristics of the antagonist? ,How invested did you feel in the drama?,How much did the main characters change over the course of the story?,To what extent did the characters feel real and complex?,How invested did you feel in the characters?,How many narrators/perspectives were there? (Integer answer),How fast-paced was this movie overall?,How fast-paced was the beginning of the movie?,How fast-paced was the middle of the movie?,How fast-paced was the end of the movie?,Did the movie feature a substantial turning point in the plot?,Did the movie feature a plot twist?,"Was there a noticeable ""sag"" in plot tension at any of the following points of the movie? (please check timestamps to be as accurate as possible about the % in)",What were the qualities of the beginning? Check all that apply,What were the qualities of the ending? Check all that apply,Which of the following describes the movie's climax? Check all that apply,Was the movie plot-driven or character-driven?,How immersive did the world of the movie feel?,How important was the immersiveness of the world for this movie?,Did the world of the movie feel real?,How engaging was the dialogue?,What characteristics apply to this movie's dialogue?,"By the end of the movie, how emotionally affected were you?","By the end of the movie, how intellectually engaged did you feel?",Check all attributes that apply to this movie:,Which of the following would you characterize as among the film's intended artistic objectives?,"Which of the following objectives did the film succeed at? (Only potentially check boxes for those that were checked above, if any)","What were the movie's (up to three) main themes? (one or two word phrases each, separated by semicolons)",How clear and consistent were the themes of this movie?,"What were the movie's (up to three) main tropes? (e.g. ""enemies to lovers""; also separated by semicolons)","How much did you enjoy the movie's score? (that is, the music/sound)",How important was the movie's score to your emotional experience of the narrative?,How much did you enjoy this movie?,How strong was the acting?,How strong was the directing?,How strong was the cinematography?,What's the most important attribute of this movie that this survey missed?,moviename,year,src,title,genres,stars,violencegore_score,alcohol_score,frightening_score,profanity_score,sexnude_score,runtime,runtime_log,budget,budget_log,opening_weekend_box_office,opening_weekend_box_office_log,gross_usa,gross_usa_log,cumulative_worldwide_gross,cumulative_worldwide_gross_log,metascore,number_of_nominations,number_of_wins,rating,release_type,num_reviews_written,review_rating_mean,imdb_rating_updated,user_id
I Am Legend ,2007,1 Hour 41 Minutes ,"Robert Neville is a scientist and Corporal who is what seems to be the last man in New York City. Three years ago humanity was struck with a virus that killed 90% of the population turning them into vampire-like beings that feed and kill living humans. Robert is trying to find a cure but after being alone for 3 years with only his dog, who ends up dying from an attack from the being, he begins to become hopeless and lonely. One evening, Robert plans to kill himself but a women and her son save him, and at first he is reluctant to believe in humanity being restored again but ends up sacrificing himself to pass on a cure that is miraculously formed. ",First time,Courageous;Ambitious;Violent;Good;Smart,Unlikeable;Powerful;Violent;Evil,4,8,9,6,1,7,4,5,8,Yes,No,30% in;40% in,Slow build;Action-packed,Sad,Violent;Death;Frightening;No noticeable climax,Character-driven,7,10,7,4,Realistic;Very little dialogue,3,2,Scary;Suspenseful;Action-packed,Exploring a strange new world,Exploring a strange new world,Survival; Hope in a Hopeless World,7,Apocalyptic trope,4,2,5,6,7,8,,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,19
I Am Legend,2007,1 hr 40 mins ,"This movie is set in Post-Apocalyptic America. There is a virus that has infected the population and turned people into zombies. One man (Robert Neville) and his dog are living in NYC attempting to find a cure by trapping the zombies and extracting their blood, then running experiments. A turning point occurs when Robert interacts with a women and her child, triggering an invasion of his home by a large group of zombies. He manages to find a cure and gives it to the woman to take to a community of humans, but sacrifices himself in the process in order for them to escape.  ",Previously watched,Likeable;Courageous;Plucky;Ambitious;Caring;Funny;Lone;Good;Smart,Powerful;Ambitious;Violent;Evil;Smart,10,6,8,9,3-4,6,3,7,10,Yes,Yes,did not feel as though there was a sag in plot tension,Strong hook;Slow build,Sad;Satisfying,Violent;Epiphany;Heartbreaking;Death;Frightening,Character-driven,9,9,9,6,Quippy,9,8,Scary;Suspenseful;Thought-provoking;Innovative;Action-packed,Escapism / entertainment;Exploring a strange new world,Escapism / entertainment;Exploring a strange new world,"Perseverance, Humanity, Loss",9,virus causing zombie apocalypse; main character guilt/loss causes him to persevere; jump scares ,8,9,10,10,10,8,,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,12
I Am Legend,2007,1 hr 41 min,"The ""I Am Legend"" movie is set in 2012 after a man-made virus has killed most of humanity and turned the remaining survivors into zombie-like creatures. The film follows Robert Neville, a military scientist, as he tries to find a cure for the virus while also fighting to survive and maintain his sanity. Neville discovers that some of the infected have retained their humanity and forms a bond with a woman and a boy, but ultimately sacrifices himself to help them escape to a colony of uninfected survivors. The film ends with the implication that Neville's work may have led to a cure for the virus and hope for humanity's future",First time,Courageous;Plucky;Caring;Violent;Lone;Incompetent;Good,There was no antagonist,7,7,6,7,1,8,8,7,8,Yes,Yes,40% in;50% in,Strong hook;Action-packed,Sad;Satisfying,Violent;Heartbreaking;Frightening,Plot-driven,7,6,4,5,Realistic;Very little dialogue;Stylized,6,5,Scary;Suspenseful;Action-packed,Escapism / entertainment;Exploring a strange new world,Escapism / entertainment;Exploring a strange new world,Survival; Isolation; Sacrifice,8,Post-apocalyptic setting; zombie-like infected creatures; one man against the world,7,8,7,8,7,6,,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,32
I Am Legend,2007,1h 41m,"In the year 2009, there is a made cure for cancer using the measles virus. This unfortunately creates a man0mad virus that infects a majority of the population turning them into zombie-like creatures. Robert Neville, a scientist, is the last remaining survivor in what is left of New York City. In the past three years since the virus has spread, Neville has been trying to find a cure, radioing to find other people, and is slowly losing his mind. Some interesting and devastating things happen throughout Neville's journey.",First time,Likeable;Violent;Lone;Smart,Unlikeable;Powerful;Violent;Evil,8,7,4,6,1,7,3,3,8,Yes,Yes,30% in,Strong hook,Satisfying,Death;Frightening,Plot-driven,4,8,2,3,Very little dialogue,2,2,Scary;Suspenseful,Exploring a strange new world,Exploring a strange new world,Grief; Loneliness; Loss,4,Damsel in distress; plot twist,4,6,7,7,6,3,,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,7
I am Legend ,2007,1 hour and 40mins ,"The plot of this movie took place in New York City during 2012. An army man decided to stay and fight the darkness to bring humanity back to earth. The movie flashbacks to his previous life of when his wife and child were leaving the virus filled city yet there was a plane crash. So, the main character made it his goal to find the cure for the virus and when the virus gave positive results he gave it to a family looking to escape. ",First time,Likeable;Unlikeable;Courageous;Caring;Funny;Violent;Lone;Good;Smart,Unlikeable;Powerful;Violent;Evil,8,6,10,10,4;5,8,8,6,7,Yes,Yes,60% in,Slow build;Action-packed,Sad;Dark,Violent;Epiphany;Funny;Frightening,Plot-driven,10,10,10,9,Realistic;Stylized,10,10,Scary;Suspenseful;Thought-provoking;Innovative;Accurate;Action-packed,Escapism / entertainment;Philosophical exploration;Exploring a strange new world,Escapism / entertainment;Exploring a strange new world,"Spreading love through the darkness, heroism, sci-fiction ",10,"Man and pet, living versus zombie, strangers to friends",9,8,9,10,10,10,"How did the viewer felt after the movie, for instance after the feeling of escapism ",i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,15
I am Legend,2007,1 hour and 40 minutes ,"A unsuccessful attempt to cure cancer has caused this plaque that has infected all of humanity, except for a man named Robert. Robert thought he was the last healthy person on Earth but then he discovers there are more unaffected people. However, some of them have mutated into vampire like creatures who are after him. Now it's Robert against the mutants as he tries to survive. He makes an injection that can cure people and uses this along with teaming up with others like Anna to survive. ",First time,Courageous;Ambitious;Good;Smart,Evil,8,6,7,7,1,7,6,6,7,Yes,Yes,,Strong hook;Action-packed,Sad;Dark,Violent;Heartbreaking;Death;Frightening,Plot-driven,8,7,5,7,,5,6,Suspenseful;Action-packed,exploring a future possibility (dystopian) ,Escapism / entertainment,courage; being fearless ,6,. Hell-Sparked Wild Post-Apocalypse; protagonist is last survivor,5,7,7,9,9,9,What genre does this film fall under? ,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,30
I Am Legend,2007,1h 41min,"In this movie, a strange virus has killed most of humanity and turned some into zombie-like creatures. Only few who are immune to the virus remain- one of these individuals is Robert Neville and his dog Sam. As the movie progresses, Robert questions his sanity and grieves humanity, including his wife and daughter who were killed. Eventually he is saved by other survivors who he fights to protect. At the end of the movie, he sees a sign from his daughter and decides to sacrifice himself for the good of humanity and give the remaining survivors the cure. ",Previously watched,Likeable;Courageous;Ambitious;Caring;Good,Unlikeable;Powerful;Violent;Evil,10,2,10,10,1,9,8,9,10,Yes,Yes,50% in,Strong hook;Action-packed,Sad;Dark;Satisfying,Violent;Epiphany,Character-driven,10,10,10,7,Very little dialogue;Stylized,10,9,Scary;Suspenseful;Thought-provoking;Action-packed,Escapism / entertainment;Philosophical exploration;Exploring a strange new world,Escapism / entertainment;Philosophical exploration;Exploring a strange new world,Isolation; Hope; Grief,10,Post-apocalyptic world; Last man standing; Dystopian society,8,7,10,10,10,10,"More questions about the sound. I thought it was really interesting how there was a lack of music. It contributed greatly to the seriousness and emotional aspect of the movie, seeing as it is deep. Overall, this is a great movie. ",i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,11
I Am Legend,2007,1 hour 41 minutes,"A post-apocalyptic science fiction movie called ""I Am Legend"" tells the tale of virologist Robert Neville (played by Will Smith), who is resistant to the virus that has killed most of humanity and transformed the remainder into vampire-like creatures. Neville spends his days looking for a treatment for the virus and his nights holed up in his house attempting to stay away from those who are sick. As a companion, he also has a dog. When Neville meets a woman and a child who are also resistant to the virus, his life takes an abrupt turn. Neville starts to doubt his own sanity and morals as he struggles to discover a cure and stay alive in a world overrun by the infected. Neville's final effort to find a cure and save the last few human survivors serves as the movie's climax.",Previously watched,Likeable;Courageous;Ambitious;Smart,Obsessive;Evil,9,4,8,9,1,8,2,6,10,Yes,No,40% in,Action-packed,Sad,Violent;Heartbreaking;Frightening,Plot-driven,9,8,6,7,Realistic,10,7,Funny;Scary;Suspenseful;Action-packed,Escapism / entertainment,Escapism / entertainment,Survival; Isolation; Sacrifice,9,Post-apocalyptic; survivor; zombie outbreak,8,8,9,8,10,10,None,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,14
I Am Legend,2007,1 hour and 41 minutes ,This movie is set in NYC after a deadly virus wiped out most of the people in the world. A military scientist Robert Neville seems to be the only one left in NYC. Neville researches the virus for most of the time and broadcasts radio messages to try to reach other survivors. He barricades himself inside at night in his home as the infected people roam the streets. Neville eventually meets a woman and her son who are immune to the virus as he tries to find a cure for the virus. ,First time,Courageous;Ambitious;Lone;Smart,There was no antagonist;I feel like the antagonists are just the infected people/the virus in general because they're dangerous,7,6,6,6,1,7,4,8,9,Yes,No,20% in;40% in,Strong hook;Slow build,Sad;Dark,No noticeable climax,Plot-driven,5,7,6,6,Realistic,7,7,Scary;Suspenseful;Thought-provoking;Action-packed,Exploring a strange new world,Exploring a strange new world,Survival; Navigating Lonliness,4,A hero,4,6,6,6,6,7,,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,22
I Am Legend,2007,1h 41m,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",First time,Likeable;Courageous;Lone;Smart,Violent;Crazed,10,4,10,10,1,7,5,7,9,No,No,,Strong hook,Sad,Violent;Heartbreaking;Death;Frightening,Character-driven,10,10,10,7,Very little dialogue,10,4,Scary;Suspenseful;Action-packed,Exploring a strange new world,Exploring a strange new world,isolation; survival; loneliness,10,last man on earth; heroic sacrifice; man vs. nature,10,5,10,10,10,10,There was a narrator switch at the very end of the movie after the main character died.,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,20
I Am Legend,2007,1h 41m,"Robert Neville (Will Smith) is the last surviving human in New York City after a virus has turned the rest of humanity into vampires or undying mutants. Neville spends his days trying to find a cure for the virus, while also fending off attacks from the vampire-like creatures that roam the city at night. Despite his isolation, Neville maintains hope that he can save humanity. However, a chance encounter with other survivors reveals a shocking truth that changes everything he thought he knew about the virus and his own place in the world. The film builds to a tense and emotional conclusion as Neville makes a final, desperate attempt to save the survivors and find a cure before it's too late.",A few clips and scenes,Likeable;Courageous;Ambitious;Caring;Violent;Good;Smart,Unlikeable;Powerful;Violent;Smart,10,8,8,9,1,6,3,6,6,Yes,Yes,20% in;30% in,Strong hook;Action-packed,Sad;Dark;Satisfying,Violent;Heartbreaking;Frightening,Both,8,10,6,7,Realistic,7,7,Suspenseful;Innovative;Action-packed,Escapism / entertainment;Exploring a strange new world;Encouraging new self-investigation on the part of the viewer,Escapism / entertainment;Exploring a strange new world;Encouraging new self-investigation on the part of the viewer,Isolation; Survival; Redemption,9,Post-apocalyptic; Survival; Science fiction,7,4,8,10,9,9,,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,27
I Am Legend,2007,100 minutes,A man named Robert lives in a futuristic dystopian version of New York with his dog. He is working to create a cure for a virus that has wreaked havoc on society making survivors far and few between. His dog becomes infected and Robert must kill him before he starts to attack. A woman and her son find him through his daily radio announcement calling out for other survivors. The infected find them and he sacrifices himself and sends her and her son away with the cure.,First time,Likeable;Courageous;Caring;Lone;Smart,There was no antagonist,8,5,8,9,1,7,6,7,8,Yes,No,20% in,Slow build;Action-packed,Sad;Dark,Heartbreaking;Death,Character-driven,8,9,7,8,Realistic,9,6,Suspenseful;Thought-provoking,Escapism / entertainment;Exploring a strange new world,Escapism / entertainment;Exploring a strange new world,man vs world; human error,9,virus outbreak; dystopian society; man and dog,4,5,8,9,9,8,"This movie takes place in the real-world, but a dystopian version of it.",i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,23
I Am Legend,2007,101 minutes,"Robert Neville (Will Smith) is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made in this post-apocalyptic action thriller. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone. Mutant victims of the plague - the Infected - lurk in the shadows - watching Neville's every move - waiting for him to make a fatal mistake. Perhaps mankind's last, best hope, Neville is driven by only one remaining mission: to find a way to reverse the effects of the virus using his own immune blood. But he knows he is outnumbered - and quickly running out of time.",First time,Likeable;Courageous;Caring;Lone;Good,,3,3,3,3,1,6,2,6,10,Yes,No,,Slow build,Happy;Sad;Dark,Violent;Heartbreaking;Frightening,Plot-driven,5,10,3,4,Realistic,3,3,Scary;Suspenseful;Cliché;Action-packed,Escapism / entertainment;Exploring a strange new world,Escapism / entertainment;Exploring a strange new world,Apocalypse; heroism,10,Human made apocalypse; Man saves the world; man and dog friendship,6,7,4,5,5,8,,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,3
I Am Legend,2007,101 mins,"The world is empty and barren years after the measles virus is manufactured to attack cancer cells. A man and his dog barracade themselves in a house and when they go out to hunt, they find an infected woman and the man takes her back his lab to restore her back to her human form with an experimental vaccine. The man leaves his house and is captured by the infected, with hsi dog dying in the process. The man fights against a large horde of infected who attack his house but the man gives the vaccine that worked on the woman to two strangers who plan on taking it to survirvors in New York, all while the maiun character sacrifices himself.",First time,Likeable;Passive;Caring;Violent;Lone;Good,Powerful;Violent;Evil;Smart,8,1,8,7,1,7,6,6,9,Yes,No,30% in;40% in;50% in;60% in,Slow build,Sad;Dark,Violent;Heartbreaking;Death;Frightening,Plot-driven,8,10,8,7,Realistic,6,2,Scary;Suspenseful;Thought-provoking;Cliché;Action-packed,Escapism / entertainment,,"Grief, post-apocalypse, man vs. world",5,man's best friend; epic sacrifice at the end; flashbacks of dead family,4,7,6,5,5,5,,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,28
I Am Legend,2007,1hr 41 mins,"The plot of ""I Am Legend"" revolves around Robert Neville, a virologist who is believed to be the last human survivor in New York City, after a virus created as a cure for cancer wipes out most of humanity. Neville spends his days trying to find a cure for the virus and fending off the infected, zombie-like creatures known as Darkseekers. He also tries to contact other survivors outside of the city. However, as he struggles to stay alive, he begins to lose his sanity and starts to question the nature of humanity. In the end, Neville sacrifices himself to save a mother and child who are immune to the virus, hoping that they will be able to find a cure and save humanity.",First time,Courageous;Caring;Smart,Unlikeable;Powerful;Violent;Lone;Evil,7,6,6,7,1,7,4,8,9,Yes,Yes,40% in,Slow build,Sad;Dark;Satisfying,Violent;Heartbreaking;Death;Frightening,Character-driven,9,9,8,7,Realistic,7,6,Scary;Suspenseful;Thought-provoking;Action-packed,Cultural critique / social commentary;Philosophical exploration;Spreading awareness,Escapism / entertainment;Cultural critique / social commentary;Philosophical exploration;Spreading awareness,Survival; Isolation; Sacrifice.,9,Post-apocalyptic world; Last man on Earth; Human vs. Monster.,7,8,7,8,8,8,,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,2
I Am Legend,2007,1 hour and 41 minutes,There was a virus in New York about Dr. Neville after a virus made everyone in the city a zombie due to a mutant. Neville was looking for a cure to get the city back to normal. Anna and Ethan were two other survivors that Dr. Neville met that were not infected by the virus. He desperately tries to protect them while trying to find a cure. The movie follows a global pandemic and how they feel lonely and try to cure it. ,First time,Courageous;Caring;Good;Smart,There was no antagonist,10,7,6,8,1,6,5,7,7,Yes,Yes,30% in;80% in;90% in,Strong hook;Slow build,Sad;Dark;Satisfying,Violent;Heartbreaking;Frightening,Character-driven,8,9,8,8,Realistic;Stylized,6,6,Scary;Suspenseful;Thought-provoking;Innovative;Action-packed,Cultural critique / social commentary;Philosophical exploration;Innovation;Encouraging new self-investigation on the part of the viewer,Cultural critique / social commentary;Philosophical exploration;Innovation;Encouraging new self-investigation on the part of the viewer,survival; isolation; humanity,10,apocalyptic; scientific ,8,8,8,8,7,7,,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,24
I Am Legend,2007,1:41,"The movie revolves around Robert Neville, a virologist and a survivor. He is the last human living in NYC after a virus, which was supposed to cure cancer but turned most of humanity into bloodthirsty mutants (Darkseekers). Neville faces several challenges and dangers to develop a cure for this virus. At the end, he sacrifices himself to save the cure and Anna and Ethan, whose he encounters earlier. (There is a different ending that Neville still survives and Darkseekers have intelligence, the both Anna, Ethan, and Neville heading to a survivor's colony in Vermont)",First time,Likeable;Courageous;Caring;Funny;Lone;Good;Smart,Violent;Evil,9,6,8,8,1,5,4,5,6,Yes,Yes,50% in,Strong hook;Action-packed,Happy;Sad,Violent;Heartbreaking;Frightening,Plot-driven,7,7,6,7,Realistic,7,6,Scary;Thought-provoking;Innovative;Action-packed,Innovation;Exploring a strange new world,Innovation;Exploring a strange new world,Loneliness; Survivors; Science Fiction,9,Last Man in City; Survival Horror,9,9,9,9,9,9,"The movies have two different endings (one was shown in theatrical release, one was shown in home video release)",i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,5
I Am Legend,2007,1hour 41 min,"In this movie, there is a plague that was made by men to try and cure cancer but this turns humans into bloodthirsty. In this plague, Robert Neville who is a scientist is a survivor. As a result of the plague he ends up alone and is now looking for any other survivors in New York. What he is trying to do is find a use to this plague and since hew as immune, he uses his own blood for this. Robert is basically going against all odds as he is very much outnumbered and one mistake could cost him his whole life. ",First time,Likeable;Ambitious;Caring,Violent,10,9,9,9,1,9,8,9,9,Yes,Yes,30% in;60% in,Strong hook,Satisfying,Violent;Death,Character-driven,9,9,9,9,Realistic,7,7,Suspenseful;Thought-provoking,Exploring a strange new world,Exploring a strange new world,science; survival; grief,10,fiction to reality; whole to lonely,10,10,10,10,10,10,,i.am.legend,2007,http://www.imdb.com/title/tt0480249/?ref_=adv_li_tt,I Am Legend,"['Action', 'Drama', 'Sci-Fi']","Will Smith, Alice Braga, Charlie Tahan",3.0,1.0,3.0,2.0,2.0,101.0,4.61512051684126,150000000.0,18.8261458587272,77211321.0,18.1620566622729,256386216.0,19.3621955257157,585349010.0,20.1877188273011,65.0,22.0,9.0,PG-13,Wide,1427,6.00370644922165,7.2,8
Reach Me,2014,1 hour 35 minutes," A self-help book by an unknown author, Teddy, begins circulating around and inspiring a group of different kinds of people. This includes a former prisoner seeking guidance and her niece, a journalist investigating his identity, the journalist’s editor, an undercover cop looking for someone to reaffirm his sins, and a priest whose struggling with his faith and others. As each person reads the book and applies the lessons into their life, they begin experiencing  positive outcomes and personal growth. This allows for everyone to come together in surprising ways. However, when their newly discovered selfs become “threatened” by the author’s true identity appears, unexpected events begin to occur.",First time,Likeable;Courageous;Caring;Romantic;Good;Smart;The protagonist isn’t a single person but a group of people whose lives are connected,There was no antagonist;There isn’t a clear antagonist but a disgruntled reader that’s obsessed with the author,8,9,8,8,There are ten narrators/perspectives ,6,7,7,7,No,No,10% in,Slow build,Happy;Satisfying,Violent;Frightening;Tense and dramatic,Character-driven,9,9,7,9,Realistic,8,8,Thought-provoking;Innovative;Romantic,Escapism / entertainment;Philosophical exploration;Spreading awareness;Encouraging new self-investigation on the part of the viewer,Escapism / entertainment;Philosophical exploration;Encouraging new self-investigation on the part of the viewer,Personal growth; connection; redemption,10,Self-discovery; redemption arc; mysterious/elusive author,4,6,8,8,7,7,Maybe the community and connection in supporting the personal growth through this movie could have been discussed,reach.me,2014,http://www.imdb.com/title/tt0959306/?ref_=adv_li_tt,Reach Me,"['Comedy', 'Crime', 'Drama']","Lauren Cohan, Kyra Sedgwick, Thomas Jane",,,,,,95.0,4.55387689160054,5000000.0,15.4249486703984,,,,,,,21.0,0.0,0.0,PG-13,,15,4.64285714285714,4.9,10
